ncessch,schnam,leanm,member,white,totfrl,lstree,lcity,lstate,lzip,coname,type,status,level,latitude,longitude,id,route_id,state_code,through_la,f_system_v,aadt_vn,distance,geom
170993001153,TAFT HIGH SCHOOL,CITY OF CHICAGO SD 299,3146,1516,1910,6530 WEST BRYN MAWR AVE,CHICAGO,IL,60631,COOK COUNTY,1,1,3,41.984600,-87.791600,16277,016  10090 000000,17,6,1,159461,250.02438928,0101000020E6100000DFE00B93A9F255C020D26F5F07FE4440
170993003473,YOUTH CONNECTIONS CHARTER HS,CITY OF CHICAGO SD 299,3902,65,3716,10 WEST 35TH ST,CHICAGO,IL,60616,COOK COUNTY,1,1,3,41.831400,-87.627200,17070,016  10094 000000,17,12,1,269201,252.54736358,0101000020E61000004703780B24E855C07CF2B0506BEA4440
170993003564,LOCKE A ELEM CHARTER ACADEMY,CITY OF CHICAGO SD 299,566,0,530,3141 WEST JACKSON BLVD,CHICAGO,IL,60612,COOK COUNTY,1,1,1,41.877100,-87.705400,18139,016  10290A000000,17,8,1,221000,262.00438268,0101000020E61000004CA60A4625ED55C02AA913D044F04440
170993004016,COLEMON J ELEM ACADEMY,CITY OF CHICAGO SD 299,275,0,237,1441 WEST 119TH ST,CHICAGO,IL,60643,COOK COUNTY,1,1,1,41.676700,-87.660200,15522,016  10057 000000,17,6,1,124381,292.96692099,0101000020E61000006E3480B740EA55C0029A081B9ED64440
170993005076,CLARK ACAD PREP MAGNET HIGH SCHL,CITY OF CHICAGO SD 299,487,0,481,5101 WEST HARRISON ST,CHICAGO,IL,60644,COOK COUNTY,1,1,3,41.872500,-87.752700,18105,016  10290A000000,17,8,1,192965,87.82324012,0101000020E6100000C0EC9E3C2CF055C048E17A14AEEF4440
170993005269,LENART ELEM REGIONAL GIFTED CTR,CITY OF CHICAGO SD 299,298,49,96,8101 SOUTH LA SALLE ST,CHICAGO,IL,60620,COOK COUNTY,1,1,1,41.746600,-87.627600,17141,016  10094 000000,17,10,1,256434,228.53782911,0101000020E61000000EBE30992AE855C0C898BB9690DF4440
170993005889,BRONZEVILLE LIGHTHOUSE ELEM CHRTR,CITY OF CHICAGO SD 299,482,0,437,8 WEST ROOT ST,CHICAGO,IL,60609,COOK COUNTY,1,1,1,41.819800,-87.626800,17080,016  10094 000000,17,12,1,287785,261.66166583,0101000020E61000008048BF7D1DE855C062A1D634EFE84440
170993005932,PROLOGUE EARLY COLLEGE HS,CITY OF CHICAGO SD 299,211,7,183,1135 NORTH CLEAVER ST,CHICAGO,IL,60642,COOK COUNTY,1,1,3,41.902400,-87.663200,16965,016  10094 000000,17,9,1,291500,258.72610416,0101000020E610000043AD69DE71EA55C088F4DBD781F34440
170993005980,PLATO LEARNING ACAD  ELEM SCHOOL,CITY OF CHICAGO SD 299,472,0,467,5545 WEST HARRISON ST,CHICAGO,IL,60644,COOK COUNTY,1,1,1,41.872600,-87.763400,18098,016  10290A000000,17,8,1,192965,129.83264889,0101000020E61000000D71AC8BDBF055C0AB3E575BB1EF4440
170993006035,ACADEMY FOR GLOBAL CITIZENSHIP,CITY OF CHICAGO SD 299,347,31,270,4647 WEST 47TH ST,CHICAGO,IL,60632,COOK COUNTY,1,1,1,41.807400,-87.740000,24039,016  20350 000000,17,6,3,59500,257.33236236,0101000020E61000008FC2F5285CEF55C02C6519E258E74440
170993006055,AIR FORCE ACAD HIGH SCHOOL,CITY OF CHICAGO SD 299,364,36,318,3630 SOUTH WELLS ST,CHICAGO,IL,60609,COOK COUNTY,1,1,3,41.828200,-87.633300,17072,016  10094 000000,17,12,1,269201,260.61805793,0101000020E6100000A323B9FC87E855C00B46257502EA4440
170993006075,CHICAGO TALENT DEVELOPMENT HS,CITY OF CHICAGO SD 299,175,0,171,2245 WEST JACKSON BLVD,CHICAGO,IL,60612,COOK COUNTY,1,1,3,41.877300,-87.682100,18155,016  10290A000000,17,8,1,196900,219.41604457,0101000020E61000008126C286A7EB55C0F163CC5D4BF04440
170993006093,OGDEN INT HIGH SCHOOL,CITY OF CHICAGO SD 299,775,211,373,1250 WEST ERIE ST,CHICAGO,IL,60642,COOK COUNTY,1,1,4,41.893800,-87.658800,16977,016  10094 000000,17,10,1,298800,234.72527744,0101000020E6100000B5A679C729EA55C01895D40968F24440
170993006131,AZUELA ELEM SCHOOL,CITY OF CHICAGO SD 299,941,28,849,4707 WEST MARQUETTE RD,CHICAGO,IL,60629,COOK COUNTY,1,1,1,41.771100,-87.739900,24068,016  20350 000000,17,6,3,51900,179.61136423,0101000020E6100000DE9387855AEF55C009F9A067B3E24440
170993006132,URBAN PREP CHTR ACAD BRONZEVILLE HS,CITY OF CHICAGO SD 299,496,0,390,2710 SOUTH DEARBORN ST 116,CHICAGO,IL,60616,COOK COUNTY,1,1,3,41.843500,-87.628700,17064,016  10094 000000,17,12,1,269201,160.26592468,0101000020E6100000B1BFEC9E3CE855C08716D9CEF7EB4440
170993006142,ROWE ELEMENTARY,CITY OF CHICAGO SD 299,588,16,514,1424 NORTH CLEAVER ST,CHICAGO,IL,60642,COOK COUNTY,1,1,1,41.906100,-87.663300,16956,016  10094 000000,17,9,1,301000,186.99583575,0101000020E6100000F5DBD78173EA55C0EB73B515FBF34440
170993006260,CRANE MEDICAL PREP HS,CITY OF CHICAGO SD 299,147,0,127,2245 WEST JACKSON BLVD,CHICAGO,IL,60612,COOK COUNTY,1,3,4,41.877300,-87.682100,18155,016  10290A000000,17,8,1,196900,219.41604457,0101000020E61000008126C286A7EB55C0F163CC5D4BF04440
170993006270,PATHWAYS IN EDUCATION AVONDALE HS,CITY OF CHICAGO SD 299,158,9,142,3100 WEST BELMONT AVE,CHICAGO,IL,60618,COOK COUNTY,1,3,3,41.939600,-87.705400,16891,016  10094 000000,17,8,1,273900,268.77216335,0101000020E61000004CA60A4625ED55C02AA913D044F84440
171198001444,CHARLES J CARUSO MIDDLE SCHOOL,DEERFIELD SD 109,563,512,1,1801 MONTGOMERY RD,DEERFIELD,IL,60015,LAKE COUNTY,1,1,2,42.168900,-87.872400,70579,049  10094 000000,17,10,1,173030,204.13659853,0101000020E6100000F241CF66D5F755C0AF25E4839E154540
171332003770,SIU CHARTER SCH OF EAST ST LOUIS,EAST ST LOUIS SD 189,114,0,111,601 JAMES R THOMPSON BLVD,EAST SAINT LOUIS,IL,62201,ST. CLAIR COUNTY,1,1,3,38.621800,-90.161900,122260,082  10070 000000,17,4,1,57348,284.31252452,0101000020E61000003C4ED1915C8A56C08F537424974F4340
171332004899,TOMORROWS BUILDERS CHARTER SCHL,EAST ST LOUIS SD 189,96,1,93,1798 COLLEGE AVE,EAST SAINT LOUIS,IL,62205,ST. CLAIR COUNTY,1,1,3,38.623400,-90.136000,121861,082  10064 000000,17,6,1,68800,198.0222453,0101000020E610000062105839B48856C0C7293A92CB4F4340
171332005007,MILES D DAVIS ELEMENTARY SCHOOL,EAST ST LOUIS SD 189,454,3,451,725 NORTH 15TH ST,EAST SAINT LOUIS,IL,62205,ST. CLAIR COUNTY,1,1,1,38.626700,-90.139800,121857,082  10064 000000,17,6,1,68800,146.3460066,0101000020E6100000C5FEB27BF28856C09C33A2B437504340
171545001861,GARFIELD ELEM SCHOOL,FOREST PARK SD 91,218,76,48,543 HANNAH AVE,FOREST PARK,IL,60130,COOK COUNTY,1,1,1,41.876300,-87.809600,18069,016  10290A000000,17,6,1,179200,281.13920906,0101000020E6100000DDB5847CD0F355C00EBE30992AF04440
171848002139,LINCOLN ELEM SCHOOL,W HARVEY-DIXMOOR PSD 147,373,13,361,14100 HONORE AVE,DIXMOOR,IL,60426,COOK COUNTY,1,1,1,41.634000,-87.662300,15481,016  10057 000000,17,6,1,113800,195.85127441,0101000020E610000003098A1F63EA55C0FED478E926D14440
171860002156,WOODLAND SCHOOL,HAZEL CREST SD 152-5,224,1,221,16900 WESTERN AVE,HAZEL CREST,IL,60429,COOK COUNTY,1,1,1,41.582100,-87.675700,18811,016  10294 000000,17,6,1,107470,256.96555985,0101000020E6100000107A36AB3EEB55C03480B74082CA4440
172022002274,ELMER H FRANZEN INTERMEDIATE SCH,ITASCA SD 10,305,228,27,730 CATALPA AVE,ITASCA,IL,60143,DUPAGE COUNTY,1,1,1,41.978800,-88.020300,38142,022  10290 000000,17,10,1,201200,255.54697099,0101000020E6100000F7065F984C0156C093A9825149FD4440
172320002557,TATE WOODS ELEM SCHOOL,LISLE CUSD 202,238,141,78,1736 MIDDLETON AVE,LISLE,IL,60532,DUPAGE COUNTY,1,1,1,41.805000,-88.085900,37929,022  10088 000000,17,6,1,164890,68.88339074,0101000020E61000007DAEB6627F0556C0D7A3703D0AE74440
172472002676,FIELDCREST ELEM SCHOOL,PRAIRIE-HILLS ESD 144,286,31,283,4100 WAGMAN ST,OAK FOREST,IL,60452,COOK COUNTY,1,1,1,41.595500,-87.720900,15422,016  10057 000000,17,6,1,98500,264.13174703,0101000020E6100000EEEBC03923EE55C04E62105839CC4440
172472002677,HIGHLANDS ELEM SCHOOL,PRAIRIE-HILLS ESD 144,277,1,272,3420 LAUREL LN,HAZEL CREST,IL,60429,COOK COUNTY,1,1,1,41.580300,-87.700500,15744,016  10080 000000,17,6,1,91600,290.75155301,0101000020E610000046B6F3FDD4EC55C035EF384547CA4440
172472002679,NOB HILL ELEM SCHOOL,PRAIRIE-HILLS ESD 144,214,3,203,3701 168TH ST,COUNTRY CLUB HILLS,IL,60478,COOK COUNTY,1,1,1,41.584000,-87.707100,15742,016  10080 000000,17,6,1,91600,233.60760232,0101000020E61000001AC05B2041ED55C0986E1283C0CA4440
172511002738,GARFIELD ELEM SCHOOL,MAYWOOD-MELROSE PARK-BROADVIEW 89,390,1,368,1514 SOUTH 9TH AVE,MAYWOOD,IL,60153,COOK COUNTY,1,1,1,41.874000,-87.844000,18040,016  10290A000000,17,6,1,181100,299.99862117,0101000020E6100000BC74931804F655C01D5A643BDFEF4440
172511002741,LEXINGTON ELEM SCHOOL,MAYWOOD-MELROSE PARK-BROADVIEW 89,298,4,281,415 LEXINGTON ST,MAYWOOD,IL,60153,COOK COUNTY,1,1,1,41.870300,-87.837700,18045,016  10290A000000,17,6,1,189800,122.56746117,0101000020E6100000FDF675E09CF555C0BADA8AFD65EF4440
172511002744,ROOSEVELT ELEM SCHOOL,MAYWOOD-MELROSE PARK-BROADVIEW 89,325,4,292,1927 SOUTH 15TH AVE,BROADVIEW,IL,60155,COOK COUNTY,1,1,1,41.868700,-87.850400,18036,016  10290A000000,17,6,1,178300,293.65021352,0101000020E61000002D211FF46CF655C08104C58F31EF4440
172631002798,MINOOKA ELEM SCHOOL,MINOOKA CCSD 201,478,356,171,400 WEST COADY DR,MINOOKA,IL,60447,GRUNDY COUNTY,1,1,1,41.460700,-88.263900,50346,032  10080 000000,17,4,1,55600,185.99611376,0101000020E6100000865AD3BCE31056C034A2B437F8BA4440
172814004933,LIBERTY JUNIOR HIGH SCHOOL,NEW LENOX SD 122,677,573,119,151 LENOX ST,NEW LENOX,IL,60451,WILL COUNTY,1,1,2,41.534900,-87.963600,147046,099  10080 000000,17,4,1,64800,279.80233142,0101000020E61000003D9B559FABFD55C0B1506B9A77C44440
172853002986,NILES NORTH HIGH SCHOOL,NILES TWP CHSD 219,2156,874,842,9800 LAWLER AVE,SKOKIE,IL,60077,COOK COUNTY,1,1,3,42.059900,-87.753900,16730,016  10094 000000,17,6,1,149500,160.55366066,0101000020E6100000151DC9E53FF055C0E4839ECDAA074540
172853002988,NILES WEST HIGH SCHOOL,NILES TWP CHSD 219,2564,1220,932,5701 OAKTON ST,SKOKIE,IL,60077,COOK COUNTY,1,1,3,42.024900,-87.770300,16770,016  10094 000000,17,6,1,158200,173.73369723,0101000020E6100000F7065F984CF155C0D0D556EC2F034540
173042003144,CENTRAL ROAD ELEM SCHOOL,PALATINE CCSD 15,598,230,274,3800 CENTRAL RD,ROLLING MEADOWS,IL,60008,COOK COUNTY,1,1,1,42.067400,-88.026000,21940,016  20342 000000,17,11,2,66900,271.29280291,0101000020E61000008B6CE7FBA90156C00DE02D90A0084540
173123003278,PEORIA HIGH SCHOOL,PEORIA SD 150,1214,184,865,1615 NORTH NORTH ST,PEORIA,IL,61604,PEORIA COUNTY,1,1,3,40.706900,-89.599400,111017,072  10074 000000,17,6,1,54385,143.8525803,0101000020E61000003C4ED1915C6656C06DC5FEB27B5A4440
173474003637,DWIGHT D EISENHOWER JHS,SCHAUMBURG CCSD 54,653,218,199,800 HASSELL RD,HOFFMAN ESTATES,IL,60169,COOK COUNTY,1,1,2,42.063600,-88.100200,16058,016  10090 000000,17,6,1,143000,296.73491348,0101000020E6100000CAC342AD690656C04703780B24084540
173477003659,ROSEMONT ELEM SCHOOL,ROSEMONT ESD 78,276,160,113,6101 RUBY ST,ROSEMONT,IL,60018,COOK COUNTY,1,1,1,41.989400,-87.870400,18348,016  10294 000000,17,6,1,192500,213.86799937,0101000020E61000000F9C33A2B4F755C0CA54C1A8A4FE4440
173522003683,SALT CREEK ELEM SCHOOL,SALT CREEK SD 48,144,96,54,980 SOUTH RIVERSIDE DR,ELMHURST,IL,60126,DUPAGE COUNTY,1,1,1,41.868200,-87.960200,39471,022  20344 000000,17,6,3,67585,68.67169132,0101000020E6100000A167B3EA73FD55C09031772D21EF4440
173645003758,JANE STENSON SCHOOL,SKOKIE SD 68,403,142,230,9201 LOCKWOOD AVE,SKOKIE,IL,60077,COOK COUNTY,1,1,1,42.048400,-87.758600,16743,016  10094 000000,17,6,1,149500,275.78821305,0101000020E6100000B8AF03E78CF055C02E90A0F831064540
173648003762,THOMAS EDISON ELEM SCHOOL,SKOKIE SD 69,550,196,319,8200 GROSS POINT RD,MORTON GROVE,IL,60053,COOK COUNTY,1,1,1,42.030000,-87.765200,16766,016  10094 000000,17,6,1,158200,284.16153502,0101000020E61000008CB96B09F9F055C0A4703D0AD7034540
173708005593,EDWIN A LEE ELEMENTARY SCHOOL,SPRINGFIELD SD 186,247,95,219,1201 BUNN AVE,SPRINGFIELD,IL,62703,SANGAMON COUNTY,1,1,1,39.737500,-89.642100,127425,084  10055 000000,17,4,1,52839,81.89468589,0101000020E6100000BE30992A186956C06666666666DE4340
173951003998,TROY SHOREWOOD SCHOOL,TROY CCSD 30C,471,347,141,210 SCHOOL RD,SHOREWOOD,IL,60404,WILL COUNTY,1,1,1,41.517500,-88.195500,146375,099  10055 000000,17,4,1,56328,286.65046699,0101000020E61000008D976E12830C56C00AD7A3703DC24440
174182004188,FOREST HILLS ELEM SCHOOL,WESTERN SPRINGS SD 101,256,241,-1,5020 CENTRAL AVE,WESTERN SPRINGS,IL,60558,COOK COUNTY,1,1,1,41.798600,-87.905100,18547,016  10294 000000,17,8,1,180510,289.74471183,0101000020E610000004E78C28EDF955C0F54A598638E64440
174218004437,BOWER ELEM SCHOOL,CUSD 200,500,326,145,4S241 RIVER RD,WARRENVILLE,IL,60555,DUPAGE COUNTY,1,1,1,41.808400,-88.177200,37875,022  10088 000000,17,8,1,147084,287.48086374,0101000020E61000007A36AB3E570B56C00F0BB5A679E74440
174338005905,WORTHRIDGE SCHOOL,WORTH SD 127,44,32,16,11218 SOUTH RIDGELAND AVE,WORTH,IL,60482,COOK COUNTY,1,1,1,41.688100,-87.778800,18690,016  10294 000000,17,6,1,120450,237.03484466,0101000020E6100000FD87F4DBD7F155C055302AA913D84440
180003302144,SE NEIGHBORHOOD SCH OF EXCELLENCE,SE NEIGHBORHOOD SCH OF EXCELLENCE,413,240,384,1601 SOUTH BARTH AVE,INDIANAPOLIS,IN,46203,MARION COUNTY,1,1,1,39.746000,-86.140900,10585,14900000650000001,18,7,1,212994,165.92602553,0101000020E610000069006F81048955C0736891ED7CDF4340
180003702146,JOSHUA ACADEMY,JOSHUA ACADEMY,260,14,228,1230 EAST ILLINOIS ST,EVANSVILLE,IN,47711,VANDERBURGH COUNTY,1,1,1,37.979500,-87.542200,283961,98200000660000001,18,6,3,64026,290.32673367,0101000020E610000009F9A067B3E255C04C37894160FD4240
180007202422,HOOSIER ACADEMY - INDIANAPOLIS,HOOSIER ACADEMY - INDIANAPOLIS,456,330,105,5640 CAITO DR,INDIANAPOLIS,IN,46226,MARION COUNTY,1,1,4,39.856400,-86.044500,12518,14900004650000003,18,8,1,140405,225.97790569,0101000020E6100000022B8716D98255C0AF25E4839EED4340
180012700823,EMMA DONNAN MIDDLE SCHOOL,CSUSA DONNAN,322,150,248,1202 EAST TROY AVE,INDIANAPOLIS,IN,46203,MARION COUNTY,1,1,2,39.723800,-86.136300,10548,14900000650000001,18,6,1,94422,266.4808062,0101000020E6100000789CA223B98855C0226C787AA5DC4340
180280000337,NEWTON YOST ELEMENTARY SCHOOL,DUNELAND SCHOOL CORPORATION,403,303,143,100 WEST BEAM ST,PORTER,IN,46304,PORTER COUNTY,1,1,1,41.617700,-87.078200,14112,16400000940000001,18,6,1,68522,159.27426196,0101000020E610000005A3923A01C555C09E5E29CB10CF4440
180345000468,HARPER ELEMENTARY SCHOOL,EVANSVILLE VANDERBURGH SCH CORP,455,279,342,21 SOUTH ALVORD BLVD,EVANSVILLE,IN,47714,VANDERBURGH COUNTY,1,1,1,37.976800,-87.524700,283975,98200000660000001,18,6,3,56212,1.78902012,0101000020E6100000840D4FAF94E155C0CC5D4BC807FD4240
180363000543,MABEL K HOLLAND ELEM SCH,FORT WAYNE COMMUNITY SCHOOLS,555,332,428,7000 RED HAW DR,FORT WAYNE,IN,46825,ALLEN COUNTY,1,1,1,41.144400,-85.116400,265,10200000690000001,18,6,1,69513,291.51582589,0101000020E61000004850FC18734755C06DC5FEB27B924440
180432002413,JOSEPH HESS ELEMENTARY SCHOOL,SCHOOL CITY OF HAMMOND,621,176,493,3640 ORCHARD DR,HAMMOND,IN,46323,LAKE COUNTY,1,1,1,41.574800,-87.441400,9234,14500000800000001,18,8,1,172403,263.88483118,0101000020E6100000151DC9E53FDC55C0D3DEE00B93C94440
180477000821,ELEANOR SKILLEN SCHOOL 34,INDIANAPOLIS PUBLIC SCHOOLS,458,293,406,1410 WADE ST,INDIANAPOLIS,IN,46203,MARION COUNTY,1,1,1,39.735500,-86.135700,10567,14900000650000001,18,6,1,209194,254.63801915,0101000020E61000004D840D4FAF8855C0A01A2FDD24DE4340
180477001434,KEY LEARNING COMMUNITY HIGH SCHOOL,INDIANAPOLIS PUBLIC SCHOOLS,58,13,46,777 SOUTH WHITE RIVER PARKWAY,INDIANAPOLIS,IN,46221,MARION COUNTY,1,1,3,39.756500,-86.175500,11350,14900000700000001,18,6,1,114772,253.62492859,0101000020E6100000AC1C5A643B8B55C046B6F3FDD4E04340
180477002523,KEY LEARNING COMMUNITY ELEM SCH,INDIANAPOLIS PUBLIC SCHOOLS,251,28,205,777 SOUTH WHITE RIVER PARKWAY,INDIANAPOLIS,IN,46221,MARION COUNTY,1,1,1,39.756600,-86.175500,11350,14900000700000001,18,6,1,114772,264.72517271,0101000020E6100000AC1C5A643B8B55C0A913D044D8E04340
180477002527,KEY LEARNING COMMUNITY JR HIGH SCH,INDIANAPOLIS PUBLIC SCHOOLS,127,14,107,777 SOUTH WHITE RIVER PARKWAY,INDIANAPOLIS,IN,46221,MARION COUNTY,1,1,2,39.756600,-86.175500,11350,14900000700000001,18,6,1,114772,264.72517271,0101000020E6100000AC1C5A643B8B55C0A913D044D8E04340
180477002555,GEORGE W CARVER SCHOOL 87,INDIANAPOLIS PUBLIC SCHOOLS,334,39,301,2411 INDPLS AVE,INDIANAPOLIS,IN,46208,MARION COUNTY,1,3,1,39.801200,-86.167400,10696,14900000650000001,18,6,1,194073,199.51776856,0101000020E61000006D567DAEB68A55C011C7BAB88DE64340
180567001024,BROOK PARK ELEMENTARY SCHOOL,M S D LAWRENCE TOWNSHIP,665,114,596,5259 NORTH DAVID ST,INDIANAPOLIS,IN,46226,MARION COUNTY,1,1,1,39.849500,-86.048300,12523,14900004650000003,18,8,1,140405,197.12024503,0101000020E61000006519E258178355C0DBF97E6ABCEC4340
180567001034,SKILES TEST ELEMENTARY SCHOOL,M S D LAWRENCE TOWNSHIP,479,123,322,7001 JOHNSON RD,INDIANAPOLIS,IN,46220,MARION COUNTY,1,1,1,39.882200,-86.049100,12495,14900004650000003,18,8,1,140405,131.95455772,0101000020E6100000F38E5374248355C0FE43FAEDEBF04340
181065001751,FISHERS ELEMENTARY SCHOOL,HAMILTON SOUTHEASTERN SCHOOLS,474,388,78,11442 LANTERN RD,FISHERS,IN,46038,HAMILTON COUNTY,1,1,1,39.954200,-86.012100,5966,12900000690000001,18,7,1,54194,182.20329581,0101000020E61000000612143FC68055C0EEEBC03923FA4340
181281002516,ACHIEVE VIRTUAL EDUCATION ACADEMY,M S D WAYNE TOWNSHIP,134,108,-1,1250 NORTH HIGH SCHOOL RD,INDIANAPOLIS,IN,46214,MARION COUNTY,1,1,3,39.782900,-86.268700,12234,14900004650000001,18,8,1,125001,215.22042354,0101000020E6100000DA1B7C61329155C0EA04341136E44340
190786000388,PRAIRIE HIGH SCHOOL,COLLEGE COMM SCHOOL DISTRICT,988,849,238,401 76TH AVE SW,CEDAR RAPIDS,IA,52404,LINN COUNTY,1,1,3,41.903400,-91.669700,68120,00010380,19,4,1,54300,188.10417843,0101000020E61000006688635DDCEA56C06B9A779CA2F34440
190897000519,CALLANAN MIDDLE SCHOOL,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,620,162,467,3010 CENTER ST,DES MOINES,IA,50312,POLK COUNTY,1,1,2,41.590800,-93.658100,64970,00010235,19,7,1,106600,255.23426896,0101000020E6100000D95F764F1E6A57C0083D9B559FCB4440
190897000528,EAST HIGH SCHOOL,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,2294,930,1626,815 EAST 13TH ST,DES MOINES,IA,50316,POLK COUNTY,1,1,3,41.597300,-93.600900,65269,00010235,19,6,1,75000,252.27672733,0101000020E6100000A60A4625756657C04DF38E5374CC4440
190897000529,EDMUNDS FINE ARTS ACADEMY,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,409,27,379,950 15TH ST,DES MOINES,IA,50314,POLK COUNTY,1,1,1,41.594300,-93.637800,65060,00010235,19,7,1,85400,237.44162955,0101000020E6100000E25817B7D16857C0A301BC0512CC4440
190897000534,GARTON ELEMENTARY,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,595,196,483,2820 EAST 24TH ST,DES MOINES,IA,50317,POLK COUNTY,1,1,1,41.621500,-93.574500,65492,00010235,19,6,1,68700,136.62901214,0101000020E610000054E3A59BC46457C0643BDF4F8DCF4440
190897000546,HUBBELL ELEMENTARY,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,447,266,184,800 42ND ST,DES MOINES,IA,50312,POLK COUNTY,1,1,1,41.592700,-93.675500,64855,00010235,19,8,1,119500,245.02033479,0101000020E6100000AC1C5A643B6B57C06B2BF697DDCB4440
190897000574,ROOSEVELT HIGH SCHOOL,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,1716,935,767,4419 CENTER ST,DES MOINES,IA,50312,POLK COUNTY,1,1,3,41.592700,-93.677900,64854,00010235,19,8,1,119500,156.4172457,0101000020E6100000567DAEB6626B57C06B2BF697DDCB4440
190897000576,SMOUSE OPPORTUNITY SCHOOL,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,132,62,100,2820 CENTER ST,DES MOINES,IA,50312,POLK COUNTY,2,1,1,41.590400,-93.656200,64979,00010235,19,7,1,110300,299.12514267,0101000020E6100000A7E8482EFF6957C07AC7293A92CB4440
200795001406,QUINDARO ELEM,KANSAS CITY,373,13,364,2800 FARROW,KANSAS CITY,KS,66104,WYANDOTTE COUNTY,1,1,1,39.144500,-94.659800,41616,105I0063500-NB,20,4,1,53600,257.77929272,0101000020E6100000A779C7293AAA57C0D122DBF97E924340
201164001518,APACHE ELEM,SHAWNEE MISSION PUB SCH,556,237,393,8910 GODDARD,SHAWNEE MISSION,KS,66214,JOHNSON COUNTY,1,1,1,38.966400,-94.710500,17625,046U0006900-NB,20,8,2,74900,280.62866107,0101000020E6100000B6F3FDD478AD57C05D6DC5FEB27B4340
201200000892,HEARTLAND ELEMENTARY,BLUE VALLEY,421,296,40,12775 GOODMAN ST,OVERLAND PARK,KS,66213,JOHNSON COUNTY,1,1,1,38.896300,-94.679600,17595,046U0006900-NB,20,4,2,69800,257.85196408,0101000020E61000002497FF907EAB57C0D0B359F5B9724340
201200001605,INDIAN VALLEY ELEMENTARY,BLUE VALLEY,469,325,105,11600 KNOX ST,OVERLAND PARK,KS,66210,JOHNSON COUNTY,1,1,1,38.919400,-94.699700,17603,046U0006900-NB,20,4,2,70500,298.41030074,0101000020E6100000B84082E2C7AC57C0A1F831E6AE754340
201236000017,JUNCTION ELEMENTARY,TURNER-KANSAS CITY,327,158,265,2570 SOUTH 42ND ST,KANSAS CITY,KS,66106,WYANDOTTE COUNTY,1,1,1,39.054700,-94.677200,41584,105I0063500-NB,20,6,1,74300,265.44548504,0101000020E61000007A36AB3E57AB57C0AC8BDB6800874340
201299000286,JEFFERSON ELEM,WICHITA,443,98,418,4615 EAST ORME,WICHITA,KS,67218,SEDGWICK COUNTY,1,1,1,37.677000,-97.282000,35059,087U0005400-EB,20,4,2,83300,266.31838718,0101000020E6100000355EBA490C5258C02DB29DEFA7D64240
201299000295,LINWOOD ELEMENTARY,WICHITA,561,186,527,1654 SOUTH HYDRAULIC,WICHITA,KS,67211,SEDGWICK COUNTY,1,1,1,37.663600,-97.315800,34129,087I0013500-NB,20,6,1,71700,292.91243894,0101000020E6100000EA043411365458C014D044D8F0D44240
201299000316,SOWERS ALTERNATIVE HIGH SCHOOL,WICHITA,52,37,44,2400 WASSALL ST,WICHITA,KS,67216,SEDGWICK COUNTY,2,1,3,37.643000,-97.307300,34125,087I0013500-NB,20,6,1,56900,68.95590094,0101000020E6100000E4839ECDAA5358C0FCA9F1D24DD24240
201299000320,WASHINGTON ACCELERATED LEARNING ELEM,WICHITA,536,102,515,424 NORTH PENNSYLVANIA,WICHITA,KS,67214,SEDGWICK COUNTY,1,1,1,37.692600,-97.317900,34135,087I0013500-NB,20,6,1,89900,243.2737061,0101000020E61000007FD93D79585458C0D49AE61DA7D84240
210036000059,BEECHWOOD ELEMENTARY SCHOOL,BEECHWOOD INDEPENDENT,655,585,111,54 BEECHWOOD RD,FORT MITCHELL,KY,41017,KENTON COUNTY,1,1,1,39.048900,-84.555000,35992,059-I -0075  -000,21,7,1,161567,269.43722551,0101000020E6100000EC51B81E852355C02063EE5A42864340
210036000060,BEECHWOOD HIGH SCHOOL,BEECHWOOD INDEPENDENT,601,555,86,54 BEECHWOOD RD,FORT MITCHELL,KY,41017,KENTON COUNTY,1,1,3,39.048900,-84.555000,35992,059-I -0075  -000,21,7,1,161567,269.43722551,0101000020E6100000EC51B81E852355C02063EE5A42864340
210075000144,BROOKS ELEMENTARY SCHOOL,BULLITT COUNTY,519,461,363,1800 EAST BLUE LICK RD,SHEPHERDSVILLE,KY,40165,BULLITT COUNTY,1,1,1,38.057000,-85.699500,8121,015-I -0065  -000,21,6,1,91719,74.65227548,0101000020E610000054E3A59BC46C55C09EEFA7C64B074340
210075000156,ROBY ELEMENTARY SCHOOL,BULLITT COUNTY,486,448,293,1148 HWY 44 EAST,SHEPHERDSVILLE,KY,40165,BULLITT COUNTY,1,1,1,37.997200,-85.701800,8079,015-I -0065  -000,21,6,1,91719,287.95700666,0101000020E61000004D158C4AEA6C55C01DC9E53FA4FF4240
210075000157,RIVERVIEW OPPORTUNITY CENTER,BULLITT COUNTY,167,159,85,383 HIGH SCHOOL DR,SHEPHERDSVILLE,KY,40165,BULLITT COUNTY,4,1,3,38.001400,-85.699400,8082,015-I -0065  -000,21,6,1,91719,270.1704216,0101000020E6100000A2B437F8C26C55C0711B0DE02D004340
